# location,geometry
Poland,{{{15.017 51.1067} {14.6071 51.7452} {14.685 52.0899} {14.4376 52.6249} {14.0745 52.9813} {14.3533 53.2482} {14.1197 53.757} {14.8029 54.0507} {16.3635 54.5132} {17.6228 54.8515} {18.6209 54.6826} {18.6963 54.4387} {19.6606 54.4261} {20.8922 54.3125} {22.7311 54.3275} {23.244 54.2206} {23.4841 53.9125} {23.5275 53.4701} {23.8049 53.0897} {23.7992 52.6911} {23.1995 52.487} {23.508 52.0236} {23.5271 51.5785} {24.03 50.7054} {23.9228 50.4249} {23.4265 50.3085} {22.5185 49.4768} {22.7764 49.0274} {22.5581 49.0857} {21.6078 49.4701} {20.888 49.3288} {20.4158 49.4315} {19.825 49.2171} {19.3207 49.5716} {18.9096 49.4358} {18.8531 49.4962} {18.3929 49.9886} {17.6494 50.049} {17.5546 50.3621} {16.8688 50.474} {16.7195 50.2157} {16.1763 50.4226} {16.2386 50.6977} {15.491 50.7847} {15.017 51.1067}}}
Portugal,{{{-9.03482 41.8806} {-8.67195 42.1347} {-8.26386 42.2805} {-8.01317 41.7909} {-7.42251 41.7921} {-7.25131 41.9183} {-6.66861 41.8834} {-6.38909 41.3818} {-6.85113 41.1111} {-6.86402 40.3309} {-7.02641 40.1845} {-7.06659 39.7119} {-7.49863 39.6296} {-7.09804 39.0301} {-7.37409 38.3731} {-7.02928 38.0758} {-7.16651 37.8039} {-7.53711 37.4289} {-7.45373 37.0978} {-7.85561 36.8383} {-8.38282 36.9789} {-8.89886 36.8688} {-8.7461 37.6513} {-8.84 38.2662} {-9.28746 38.3585} {-9.52657 38.7374} {-9.44699 39.3921} {-9.04831 39.7551} {-8.97735 40.1593} {-8.76868 40.7606} {-8.79085 41.1843} {-8.99079 41.5435} {-9.03482 41.8806}}}
Romania,{{{22.7105 47.8822} {23.1422 48.0963} {23.761 47.9856} {24.4021 47.9819} {24.8663 47.7375} {25.2077 47.8911} {25.9459 47.9871} {26.1975 48.2209} {26.6193 48.2207} {26.9242 48.1233} {27.2339 47.8268} {27.5512 47.4051} {28.128 46.8105} {28.16 46.3716} {28.0544 45.9446} {28.2336 45.4883} {28.6798 45.304} {29.1497 45.4649} {29.6033 45.2933} {29.6265 45.0354} {29.1416 44.8202} {28.8379 44.9139} {28.5581 43.7075} {27.9701 43.8125} {27.2424 44.176} {26.0652 43.9435} {25.5693 43.6884} {24.1007 43.7411} {23.3323 43.897} {22.9448 43.8238} {22.6571 44.2349} {22.474 44.4092} {22.7057 44.578} {22.459 44.7025} {22.1451 44.4784} {21.562 44.7689} {21.4835 45.1812} {20.8743 45.4164} {20.7622 45.7346} {20.2202 46.1275} {21.022 46.3161} {21.6265 46.9942} {22.0998 47.6724} {22.7105 47.8822}}}
Russia,{{{{143.648 50.7476} {144.654 48.9764} {143.174 49.3066} {142.559 47.8616} {143.533 46.8367} {143.505 46.1379} {142.748 46.7408} {142.092 45.9668} {141.907 46.8059} {142.018 47.7801} {141.904 48.8592} {142.136 49.6152} {142.18 50.9523} {141.594 51.9354} {141.683 53.302} {142.607 53.7621} {142.21 54.2255} {142.655 54.3659} {142.915 53.7046} {143.261 52.7408} {143.235 51.7567} {143.648 50.7476}}} {{{22.7311 54.3275} {20.8922 54.3125} {19.6606 54.4261} {19.8885 54.8662} {21.2684 55.1905} {22.3157 55.0153} {22.7578 54.8566} {22.6511 54.5827} {22.7311 54.3275}}} {{{-175.014 66.5844} {-174.34 66.3356} {-174.572 67.0622} {-171.857 66.9131} {-169.9 65.9772} {-170.891 65.5414} {-172.53 65.4379} {-172.555 64.4608} {-172.955 64.2527} {-173.892 64.2826} {-174.654 64.6312} {-175.984 64.9229} {-176.207 65.3567} {-177.223 65.5202} {-178.36 65.3905} {-178.903 65.7404} {-178.686 66.1121} {-179.884 65.8746} {-179.433 65.4041} {-180 64.9797} {-180 68.9636} {-177.55 68.2} {-174.928 67.2059} {-175.014 66.5844}}} {{{180 70.8322} {178.903 70.7811} {178.725 71.0988} {180 71.5157} {180 70.8322}}} {{{-178.694 70.893} {-180 70.8322} {-180 71.5157} {-179.872 71.5576} {-179.024 71.5555} {-177.578 71.2695} {-177.664 71.1328} {-178.694 70.893}}} {{{143.604 73.2124} {142.088 73.2054} {140.038 73.3169} {139.863 73.3698} {140.812 73.7651} {142.062 73.8576} {143.483 73.4753} {143.604 73.2124}}} {{{150.732 75.0841} {149.576 74.6889} {147.977 74.7784} {146.119 75.173} {146.358 75.4968} {148.222 75.3458} {150.732 75.0841}}} {{{145.086 75.5626} {144.3 74.82} {140.614 74.8477} {138.955 74.6115} {136.974 75.2617} {137.512 75.9492} {138.831 76.1368} {141.472 76.0929} {145.086 75.5626}}} {{{57.5357 70.7205} {56.945 70.6327} {53.6774 70.7627} {53.412 71.2067} {51.6019 71.4748} {51.4558 72.0149} {52.4783 72.2294} {52.4442 72.7747} {54.4276 73.6275} {53.5083 73.7498} {55.9025 74.6275} {55.6319 75.0814} {57.8686 75.6094} {61.17 76.2519} {64.4984 76.4391} {66.211 76.8098} {68.1571 76.9397} {68.8522 76.5448} {68.1806 76.2336} {64.6373 75.7378} {61.5835 75.2609} {58.4771 74.3091} {56.9868 73.333} {55.4193 72.3713} {55.6228 71.5406} {57.5357 70.7205}}} {{{106.97 76.9742} {107.24 76.48} {108.154 76.7234} {111.077 76.71} {113.332 76.2222} {114.134 75.8476} {113.885 75.3278} {112.779 75.0319} {110.151 74.4767} {109.4 74.18} {110.64 74.04} {112.119 73.7877} {113.02 73.9769} {113.53 73.3351} {113.969 73.5949} {115.568 73.7528} {118.776 73.5877} {119.02 73.12} {123.201 72.9712} {123.258 73.735} {125.38 73.56} {126.976 73.5655} {128.591 73.0387} {129.052 72.3987} {128.46 71.98} {129.716 71.193} {131.289 70.787} {132.254 71.8363} {133.858 71.3864} {135.562 71.6553} {137.498 71.3476} {138.234 71.628} {139.87 71.4878} {139.148 72.4162} {140.468 72.8494} {149.5 72.2} {150.351 71.6064} {152.969 70.8422} {157.007 71.0314} {158.998 70.8667} {159.83 70.4532} {159.709 69.722} {160.941 69.4373} {162.279 69.642} {164.052 69.6682} {165.94 69.472} {167.836 69.5827} {169.578 68.6938} {170.817 69.0136} {170.008 69.6528} {170.453 70.097} {173.644 69.8174} {175.724 69.8773} {178.6 69.4} {180 68.9636} {180 64.9797} {179.993 64.9743} {178.707 64.5349} {177.411 64.6082} {178.313 64.0759} {178.908 63.252} {179.37 62.9826} {179.486 62.5689} {179.228 62.3041} {177.364 62.5219} {174.569 61.7692} {173.68 61.6526} {172.15 60.95} {170.699 60.3362} {170.331 59.8818} {168.9 60.5735} {166.295 59.7886} {165.84 60.16} {164.877 59.7316} {163.539 59.8687} {163.217 59.211} {162.017 58.2433} {162.053 57.8391} {163.192 57.615} {163.058 56.1592} {162.13 56.1222} {161.701 55.2857} {162.117 54.8551} {160.369 54.3443} {160.022 53.2026} {158.531 52.9587} {158.231 51.9427} {156.79 51.011} {156.42 51.7} {155.992 53.1589} {155.434 55.381} {155.914 56.7679} {156.758 57.3647} {156.81 57.832} {158.364 58.0558} {160.151 59.3148} {161.872 60.343} {163.67 61.1409} {164.474 62.5506} {163.258 62.4663} {162.658 61.6425} {160.121 60.5442} {159.302 61.774} {156.721 61.4344} {154.218 59.7582} {155.044 59.145} {152.812 58.8839} {151.266 58.7809} {151.338 59.504} {149.784 59.6557} {148.545 59.1645} {145.487 59.3364} {142.198 59.04} {138.958 57.0881} {135.126 54.7296} {136.702 54.6036} {137.193 53.9773} {138.165 53.755} {138.805 54.2546} {139.902 54.1897} {141.345 53.0896} {141.379 52.2388} {140.597 51.2397} {140.513 50.0455} {140.062 48.4467} {138.555 46.9997} {138.22 46.3079} {136.862 45.1435} {135.515 43.989} {134.869 43.3982} {133.537 42.8115} {132.906 42.7985} {132.278 43.2846} {130.936 42.5527} {130.78 42.22} {130.64 42.395} {130.634 42.903} {131.145 42.93} {131.289 44.1115} {131.025 44.968} {131.883 45.3212} {133.097 45.1441} {133.77 46.1169} {134.112 47.2125} {134.501 47.5785} {135.026 48.4782} {133.374 48.1834} {132.507 47.789} {130.987 47.7901} {130.582 48.7297} {129.398 49.4406} {127.657 49.7603} {127.287 50.7398} {126.939 51.3539} {126.564 51.7843} {125.946 52.7928} {125.068 53.161} {123.571 53.4588} {122.246 53.4317} {121.003 53.2514} {120.177 52.7539} {120.726 52.5162} {120.738 51.9641} {120.182 51.6435} {119.279 50.5829} {119.288 50.1429} {117.879 49.511} {116.679 49.8885} {115.486 49.8052} {114.962 50.1402} {114.362 50.2483} {112.898 49.5436} {111.581 49.378} {110.662 49.1301} {109.402 49.293} {108.475 49.2825} {107.868 49.7937} {106.889 50.2743} {105.887 50.406} {104.622 50.2753} {103.677 50.09} {102.256 50.5106} {102.065 51.2599} {100.889 51.5169} {99.9817 51.634} {98.8615 52.0474} {97.8257 51.011} {98.2318 50.4224} {97.2598 49.7261} {95.814 49.9775} {94.8159 50.0134} {94.1476 50.4805} {93.1042 50.4953} {92.2347 50.8022} {90.7137 50.3318} {88.8056 49.4705} {87.7513 49.2972} {87.36 49.215} {86.8294 49.8267} {85.5413 49.6929} {85.1156 50.1173} {84.4164 50.3114} {83.9351 50.8892} {83.383 51.0692} {81.946 50.8122} {80.5684 51.3883} {80.0356 50.8648} {77.8009 53.4044} {76.5252 54.177} {76.8911 54.4905} {74.3848 53.5469} {73.4257 53.4898} {73.5085 54.0356} {72.2242 54.3767} {71.1801 54.1333} {70.8653 55.1697} {69.0682 55.3853} {68.1691 54.9704} {65.6669 54.6013} {65.1785 54.3542} {61.4366 54.0063} {60.9781 53.665} {61.7 52.98} {60.74 52.72} {60.9273 52.4475} {59.9675 51.9604} {61.588 51.2727} {61.3374 50.7991} {59.9328 50.8422} {59.6423 50.5454} {58.3633 51.0636} {56.778 51.0436} {55.7169 50.6217} {54.5329 51.0262} {52.3287 51.7187} {50.7666 51.6928} {48.7024 50.6051} {48.5778 49.8748} {47.5495 50.4547} {46.7516 49.356} {47.0437 49.152} {46.4664 48.3942} {47.3152 47.7159} {48.0573 47.7438} {48.6947 47.0756} {48.5933 46.561} {49.1012 46.3993} {48.6454 45.8063} {47.6759 45.6415} {46.682 44.6092} {47.5909 43.6602} {47.4925 42.9866} {48.5844 41.8089} {47.9873 41.4058} {47.8157 41.1514} {47.3733 41.2197} {46.6861 41.8271} {46.405 41.8607} {45.7764 42.0924} {45.4703 42.5028} {44.5376 42.712} {43.9312 42.555} {43.756 42.7408} {42.3944 43.2203} {40.9222 43.3822} {40.077 43.5531} {39.955 43.435} {38.68 44.28} {37.5391 44.6572} {36.6755 45.2447} {37.4032 45.4045} {38.233 46.2409} {37.6737 46.6366} {39.1477 47.0448} {39.1212 47.2634} {38.2235 47.1022} {38.2551 47.5464} {38.7706 47.8256} {39.7383 47.8989} {39.8956 48.2324} {39.6746 48.7838} {40.0808 49.3074} {40.069 49.6011} {38.595 49.9265} {38.0106 49.9157} {37.3935 50.384} {36.6262 50.2256} {35.3561 50.5772} {35.3779 50.7739} {35.0222 51.2076} {34.2248 51.256} {34.142 51.5664} {34.3917 51.7689} {33.7527 52.3351} {32.7158 52.2385} {32.4121 52.2887} {32.1594 52.0613} {31.786 52.1017} {31.54 52.7421} {31.3052 53.074} {31.4976 53.1674} {32.3045 53.1327} {32.6936 53.3514} {32.4056 53.618} {31.7313 53.794} {31.7914 53.9746} {31.3845 54.1571} {30.7575 54.8118} {30.9718 55.0815} {30.8739 55.551} {29.8963 55.7895} {29.3716 55.6701} {29.2295 55.9183} {28.1767 56.1691} {27.8553 56.7593} {27.77 57.2443} {27.2882 57.4745} {27.7167 57.7919} {27.4202 58.7246} {28.1317 59.3008} {27.9811 59.4754} {29.1177 60.0281} {28.07 60.5035} {30.2111 61.78} {31.14 62.3577} {31.5161 62.8677} {30.0359 63.5528} {30.4447 64.2045} {29.5444 64.9487} {30.2176 65.806} {29.0546 66.9443} {29.9774 67.6983} {28.4459 68.3646} {28.5919 69.0648} {29.3996 69.1569} {31.1011 69.5581} {32.1327 69.906} {33.7755 69.3014} {36.514 69.0634} {40.2923 67.9324} {41.0599 67.4571} {41.126 66.7916} {40.0158 66.2662} {38.383 65.9995} {33.9187 66.7596} {33.1844 66.6325} {34.8148 65.9002} {34.8786 65.4362} {34.9439 64.4144} {36.2313 64.1094} {37.0127 63.8498} {37.142 64.3347} {36.5396 64.7645} {37.176 65.1432} {39.5934 64.5208} {40.4356 64.7645} {39.7626 65.4968} {42.0931 66.4762} {43.016 66.4186} {43.9498 66.0691} {44.5323 66.7563} {43.6984 67.3525} {44.188 67.9505} {43.4528 68.5708} {46.25 68.25} {46.8213 67.69} {45.5552 67.5665} {45.562 67.0101} {46.3492 66.6677} {47.8942 66.8846} {48.1388 67.5224} {50.2277 67.9987} {53.7174 68.8574} {54.4717 68.8081} {53.4858 68.2013} {54.7263 68.097} {55.4427 68.4387} {57.317 68.4663} {58.802 68.8808} {59.9414 68.2784} {61.0778 68.9407} {60.03 69.52} {60.55 69.85} {63.504 69.5474} {64.8881 69.2348} {68.5122 68.0923} {69.1807 68.6156} {68.1644 69.1444} {68.1352 69.3565} {66.9301 69.4546} {67.2598 69.9287} {66.7249 70.7089} {66.6947 71.029} {68.5401 71.9345} {69.1964 72.8434} {69.94 73.04} {72.5875 72.7763} {72.796 72.2201} {71.8481 71.409} {72.4701 71.0902} {72.7919 70.3911} {72.5647 69.0208} {73.6679 68.4079} {73.2387 67.7404} {71.28 66.32} {72.423 66.1727} {72.8208 66.5327} {73.921 66.7895} {74.1865 67.2843} {75.052 67.7605} {74.4693 68.329} {74.9358 68.9892} {73.8424 69.0715} {73.6019 69.6276} {74.3998 70.6317} {73.1011 71.4472} {74.8908 72.1212} {74.6593 72.8323} {75.158 72.855} {75.6835 72.3006} {75.289 71.3356} {76.3591 71.1529} {75.9031 71.874} {77.5767 72.2672} {79.652 72.3201} {81.5 71.75} {80.6107 72.5829} {80.5111 73.6482} {82.25 73.85} {84.6553 73.8059} {86.8223 73.9369} {86.0096 74.4597} {87.1668 75.1164} {88.3157 75.1439} {90.26 75.64} {92.9006 75.7733} {93.2342 76.0472} {95.86 76.14} {96.6782 75.9155} {98.9225 76.4469} {100.76 76.4303} {101.035 76.8619} {101.991 77.2875} {104.352 77.6979} {106.067 77.3739} {104.705 77.1274} {106.97 76.9742}}} {{{105.075 78.3069} {99.4381 77.921} {101.265 79.234} {102.086 79.3464} {102.838 79.2813} {105.372 78.7133} {105.075 78.3069}}} {{{51.1362 80.5473} {49.7937 80.4154} {48.8944 80.3396} {48.7549 80.1755} {47.5861 80.0102} {46.5028 80.2472} {47.0725 80.5594} {44.847 80.5898} {46.7991 80.7719} {48.3185 80.784} {48.5228 80.5146} {49.0972 80.754} {50.0398 80.9189} {51.5229 80.6997} {51.1362 80.5473}}} {{{99.9398 78.8809} {97.7579 78.7562} {94.9726 79.0447} {93.3129 79.4265} {92.5454 80.1438} {91.1811 80.3415} {93.7777 81.0246} {95.9409 81.2504} {97.8838 80.747} {100.187 79.7801} {99.9398 78.8809}}}}
Serbia,{{{20.8743 45.4164} {21.4835 45.1812} {21.562 44.7689} {22.1451 44.4784} {22.459 44.7025} {22.7057 44.578} {22.474 44.4092} {22.6571 44.2349} {22.4104 44.0081} {22.5002 43.6428} {22.986 43.2112} {22.6048 42.8985} {22.4366 42.5803} {22.545 42.4614} {22.3805 42.3203} {21.9171 42.3036} {21.5766 42.2452} {21.5433 42.3203} {21.6629 42.4392} {21.7751 42.6827} {21.633 42.6772} {21.4387 42.8625} {21.2742 42.9096} {21.1434 43.0687} {20.9565 43.1309} {20.8145 43.2721} {20.6351 43.2167} {20.4968 42.8847} {20.2576 42.8128} {20.3398 42.8985} {19.9586 43.106} {19.63 43.2138} {19.4839 43.3523} {19.2185 43.5238} {19.454 43.5681} {19.5998 44.0385} {19.1176 44.4231} {19.368 44.863} {19.0055 44.8602} {19.3905 45.2365} {19.0728 45.5215} {18.8298 45.9089} {19.596 46.1717} {20.2202 46.1275} {20.7622 45.7346} {20.8743 45.4164}}}
Slovakia,{{{18.8531 49.4962} {18.9096 49.4358} {19.3207 49.5716} {19.825 49.2171} {20.4158 49.4315} {20.888 49.3288} {21.6078 49.4701} {22.5581 49.0857} {22.2808 48.8254} {22.0856 48.4223} {21.8722 48.32} {20.8013 48.6239} {20.4736 48.5629} {20.2391 48.3276} {19.7695 48.2027} {19.6614 48.2666} {19.1744 48.1114} {18.777 48.0818} {18.6965 47.881} {17.8571 47.7584} {17.4885 47.8675} {16.9797 48.1235} {16.88 48.47} {16.9603 48.597} {17.102 48.817} {17.545 48.8} {17.8865 48.9035} {17.9135 48.9965} {18.105 49.044} {18.1705 49.2715} {18.4 49.315} {18.555 49.495} {18.8531 49.4962}}}
Slovenia,{{{13.8065 46.5093} {14.6325 46.4318} {15.1371 46.6587} {16.0117 46.6836} {16.2023 46.8524} {16.3705 46.8413} {16.5648 46.5038} {15.7687 46.2381} {15.6715 45.8342} {15.324 45.7318} {15.3277 45.4523} {14.9352 45.4717} {14.5951 45.6349} {14.412 45.4662} {13.7151 45.5003} {13.9376 45.591} {13.6981 46.0168} {13.8065 46.5093}}}
Sweden,{{{22.1832 65.7237} {21.2135 65.026} {21.3696 64.4136} {19.7789 63.6096} {17.8478 62.7494} {17.1196 61.3412} {17.8313 60.6366} {18.7877 60.0819} {17.8692 58.9538} {16.8292 58.7198} {16.4477 57.0411} {15.8798 56.1043} {14.6667 56.2009} {14.1007 55.4078} {12.9429 55.3617} {12.6251 56.3071} {11.7879 57.4418} {11.0274 58.8561} {11.4683 59.4324} {12.3004 60.1179} {12.6311 61.2936} {11.9921 61.8004} {11.9306 63.1283} {12.5799 64.0662} {13.5719 64.0491} {13.9199 64.4454} {13.5557 64.787} {15.1084 66.1939} {16.1087 67.3025} {16.7689 68.0139} {17.7292 68.0106} {17.9939 68.5674} {19.8786 68.4072} {20.0253 69.0651} {20.6456 69.1062} {21.9785 68.6168} {23.5395 67.936} {23.5659 66.3961} {23.9034 66.0069} {22.1832 65.7237}}}
Ukraine,{{{31.786 52.1017} {32.1594 52.0613} {32.4121 52.2887} {32.7158 52.2385} {33.7527 52.3351} {34.3917 51.7689} {34.142 51.5664} {34.2248 51.256} {35.0222 51.2076} {35.3779 50.774} {35.3561 50.5772} {36.6262 50.2256} {37.3935 50.384} {38.0106 49.9157} {38.595 49.9265} {40.0691 49.6011} {40.0808 49.3074} {39.6747 48.7838} {39.8956 48.2324} {39.7383 47.8989} {38.7706 47.8256} {38.2551 47.5464} {38.2235 47.1022} {37.4251 47.0222} {36.7599 46.6987} {35.8237 46.646} {34.9623 46.2732} {35.0208 45.6512} {35.51 45.41} {36.53 45.47} {36.3347 45.1132} {35.24 44.94} {33.8825 44.3615} {33.3264 44.5649} {33.5469 45.0348} {32.4542 45.3275} {32.6308 45.5192} {33.5882 45.8516} {33.2986 46.0806} {31.7441 46.3333} {31.6753 46.7062} {30.7487 46.5831} {30.3776 46.0324} {29.6033 45.2933} {29.1497 45.4649} {28.6798 45.304} {28.2336 45.4883} {28.4853 45.5969} {28.66 45.94} {28.9337 46.2588} {28.863 46.4379} {29.0721 46.5177} {29.1707 46.3793} {29.76 46.35} {30.0247 46.4239} {29.8382 46.5253} {29.9089 46.6744} {29.5597 46.9286} {29.4151 47.3466} {29.0509 47.5102} {29.1227 47.8491} {28.6709 48.1181} {28.2595 48.1556} {27.5225 48.4671} {26.8578 48.3682} {26.6193 48.2207} {26.1975 48.2209} {25.9459 47.9871} {25.2077 47.8911} {24.8663 47.7375} {24.4021 47.9819} {23.761 47.9856} {23.1422 48.0963} {22.7105 47.8822} {22.6408 48.1502} {22.0856 48.4223} {22.2808 48.8254} {22.5581 49.0857} {22.7764 49.0274} {22.5185 49.4768} {23.4265 50.3085} {23.9228 50.4249} {24.03 50.7054} {23.5271 51.5785} {24.0051 51.6174} {24.5531 51.8885} {25.3278 51.9107} {26.338 51.8323} {27.4541 51.5923} {28.2416 51.5722} {28.6176 51.4277} {28.9928 51.602} {29.2549 51.3682} {30.1574 51.4161} {30.5551 51.3195} {30.6195 51.8228} {30.9275 52.0424} {31.786 52.1017}}}
Angola,{{{{16.3265 -5.87747} {16.5732 -6.62264} {16.8602 -7.2223} {17.09 -7.54569} {17.473 -8.06855} {18.1342 -7.98768} {18.4642 -7.84701} {19.0168 -7.98825} {19.1666 -7.73818} {19.4175 -7.15543} {20.0377 -7.11636} {20.0916 -6.94309} {20.6018 -6.93932} {20.5147 -7.29961} {21.7281 -7.29087} {21.7465 -7.92008} {21.9491 -8.3059} {21.8018 -8.90871} {21.8752 -9.52371} {22.2088 -9.8948} {22.1553 -11.0848} {22.4028 -10.9931} {22.8373 -11.0176} {23.4568 -10.8679} {23.9122 -10.9268} {24.0179 -11.2373} {23.9042 -11.7223} {24.0799 -12.1913} {23.9309 -12.5658} {24.0161 -12.911} {21.9339 -12.8984} {21.8878 -16.0803} {22.5625 -16.8985} {23.215 -17.5231} {21.3772 -17.9306} {18.9562 -17.7891} {18.2633 -17.31} {14.2097 -17.3531} {14.0585 -17.4234} {13.4624 -16.9712} {12.8141 -16.9413} {12.2155 -17.1117} {11.7342 -17.3019} {11.6401 -16.6731} {11.7785 -15.7938} {12.1236 -14.8783} {12.1756 -14.4491} {12.5001 -13.5477} {12.7385 -13.1379} {13.3129 -12.4836} {13.6337 -12.0386} {13.7387 -11.2979} {13.6864 -10.7311} {13.3873 -10.3736} {13.121 -9.7669} {12.8754 -9.16693} {12.9291 -8.95909} {13.2364 -8.56263} {12.933 -7.59654} {12.7283 -6.92712} {12.2273 -6.29445} {12.3224 -6.10009} {12.7352 -5.96568} {13.0249 -5.98439} {13.3756 -5.86424} {16.3265 -5.87747}}} {{{12.4367 -5.6843} {12.1823 -5.78993} {11.915 -5.03799} {12.3186 -4.60623} {12.6208 -4.43802} {12.9955 -4.7811} {12.6316 -4.99127} {12.468 -5.24836} {12.4367 -5.6843}}}}
Burundi,{{{29.34 -4.49998} {29.2764 -3.29391} {29.0249 -2.83926} {29.6322 -2.91786} {29.9384 -2.34849} {30.4697 -2.41386} {30.5277 -2.80763} {30.743 -3.03428} {30.7523 -3.35933} {30.5056 -3.56857} {30.1163 -4.09014} {29.7535 -4.45239} {29.34 -4.49998}}}
Benin,{{{2.6917 6.25882} {1.86524 6.14216} {1.61895 6.83204} {1.66448 9.12859} {1.46304 9.33462} {1.42506 9.8254} {1.0778 10.1756} {0.772336 10.4708} {0.899563 10.9973} {1.24347 11.1105} {1.44718 11.5477} {1.93599 11.6412} {2.15447 11.9402} {2.49016 12.2331} {2.84864 12.2356} {3.61118 11.6602} {3.57222 11.3279} {3.79711 10.7347} {3.60007 10.3322} {3.70544 10.0632} {3.22035 9.44415} {2.91231 9.13761} {2.72379 8.50685} {2.74906 7.87073} {2.6917 6.25882}}}
Burkina Faso,{{{-2.8275 9.64246} {-3.5119 9.90033} {-3.98045 9.86234} {-4.33025 9.61083} {-4.77988 9.82198} {-4.95465 10.1527} {-5.40434 10.3707} {-5.47056 10.9513} {-5.19784 11.3751} {-5.22094 11.7139} {-4.42717 12.5426} {-4.28041 13.2284} {-4.00639 13.4725} {-3.5228 13.3377} {-3.10371 13.5413} {-2.96769 13.7982} {-2.19182 14.2464} {-2.00104 14.559} {-1.06636 14.9738} {-0.515854 15.1162} {-0.266257 14.9243} {0.374892 14.9289} {0.295646 14.4442} {0.429928 13.9887} {0.993046 13.3357} {1.0241 12.8518} {2.17711 12.625} {2.15447 11.9402} {1.93599 11.6412} {1.44718 11.5477} {1.24347 11.1105} {0.899563 10.9973} {0.0238025 11.0187} {-0.438702 11.0983} {-0.761576 10.9369} {-1.20336 11.0098} {-2.94041 10.9627} {-2.9639 10.3953} {-2.8275 9.64246}}}
Botswana,{{{25.6492 -18.536} {25.8504 -18.7144} {26.1648 -19.2931} {27.2965 -20.3915} {27.7247 -20.4991} {27.7272 -20.8518} {28.0214 -21.486} {28.7947 -21.6395} {29.4322 -22.0913} {28.0172 -22.8278} {27.1194 -23.5743} {26.7864 -24.2407} {26.4858 -24.6163} {25.9417 -24.6964} {25.7658 -25.1748} {25.6647 -25.4868} {25.0252 -25.7197} {24.2113 -25.6702} {23.7336 -25.3901} {23.3121 -25.2687} {22.8243 -25.5005} {22.5795 -25.9794} {22.106 -26.2803} {21.6059 -26.7265} {20.8896 -26.8285} {20.6665 -26.4775} {20.7586 -25.8681} {20.1657 -24.918} {19.8958 -24.7678} {19.8955 -21.8492} {20.8811 -21.8143} {20.9106 -18.2522} {21.655 -18.2191} {23.1969 -17.869} {23.579 -18.2813} {24.2174 -17.8893} {24.5207 -17.8871} {25.0844 -17.6618} {25.2642 -17.7365} {25.6492 -18.536}}}
Central African Republic,{{{15.2795 7.42192} {16.1062 7.49709} {16.2906 7.75431} {16.4562 7.73477} {16.706 7.50833} {17.9649 7.89091} {18.3896 8.2813} {18.911 8.63089} {18.812 8.98291} {19.094 9.07485} {20.0597 9.01271} {21.0009 9.47599} {21.7238 10.5671} {22.2311 10.9719} {22.8642 11.1424} {22.9775 10.7145} {23.5543 10.0893} {23.5572 9.68122} {23.3948 9.26507} {23.459 8.95429} {23.8058 8.66632} {24.5674 8.22919} {25.1149 7.8251} {25.1241 7.50009} {25.7966 6.97932} {26.2134 6.5466} {26.4659 5.94672} {27.2134 5.55095} {27.3742 5.23394} {27.0441 5.12785} {26.4028 5.15087} {25.6505 5.25609} {25.2788 5.17041} {25.1288 4.92724} {24.805 4.89725} {24.4105 5.10878} {23.2972 4.60969} {22.8415 4.71013} {22.7041 4.63305} {22.4051 4.02916} {21.6591 4.22434} {20.9276 4.32279} {20.2907 4.69168} {19.4678 5.03153} {18.9323 4.70951} {18.543 4.20179} {18.4531 3.50439} {17.8099 3.5602} {17.133 3.7282} {16.5371 3.19825} {16.0129 2.26764} {15.9074 2.55739} {15.8627 3.01354} {15.4054 3.3353} {15.0362 3.85137} {14.951 4.21039} {14.4784 4.73261} {14.5589 5.0306} {14.4594 5.45176} {14.5366 6.22696} {14.7765 6.4085} {15.2795 7.42192}}}
